;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
2016-10-08 09:00:00;70;73;55;0;;;8.3;9.3;7.8;302;2.3
2016-10-08 08:00:00;60;67;52;0;;;8.7;8.8;6;47;1.7
2016-10-08 07:00:00;64;66;46;0;0.1;;6;6.1;5;258;2.7
2016-10-08 06:00:00;55;67;53;0;;;5.5;6.2;5.1;278;1
2016-10-08 05:00:00;60;78;59;0;;;5.3;5.5;4.3;178;2.1
2016-10-08 04:00:00;77;79;74;0;;;4.7;5.1;4.5;111;0.4
2016-10-08 03:00:00;;78;74;0;;;;5.8;5.2;;
2016-10-08 02:00:00;77;77;57;0;;;5.5;6.3;5.1;296;1.2
2016-10-08 01:00:00;70;83;69;0;;;5.9;5.9;5.1;198;1
2016-10-08 00:00:00;83;86;81;0;;;5.2;5.5;4.9;276;2.2
2016-10-07 23:00:00;86;87;80;0;;;5.1;5.6;4.8;322;1.3
2016-10-07 22:00:00;81;91;80;0;;;5.1;5.6;4.7;165;1.6
2016-10-07 21:00:00;90;100;90;0;;;5;5.2;3.8;132;1.5
2016-10-07 20:00:00;100;100;100;0.1;;;4.8;5.6;4.6;131;2.1
2016-10-07 19:00:00;100;100;100;0.1;2.6;;5.7;6.1;5.6;211;0.7
2016-10-07 18:00:00;;100;100;0.3;;;;6.2;5.9;;
2016-10-07 17:00:00;100;100;100;0.8;;;6.2;6.6;6;344;2.4
2016-10-07 16:00:00;100;100;100;1.4;;;6.3;7.1;6.1;326;3.5
2016-10-07 15:00:00;100;100;99;0;;;7.1;7.8;6.9;77;0.2
2016-10-07 14:00:00;99;100;99;0;;;7.5;8.5;7.4;326;4.3
2016-10-07 13:00:00;100;100;99;0;0;;7.6;7.7;6.8;309;2.4
2016-10-07 12:00:00;100;100;99;0;;;7.3;7.6;7;330;2.1
2016-10-07 11:00:00;99;99;98;0;;;7.4;7.8;6.8;310;2.6
2016-10-07 10:00:00;99;99;97;0;;;6.8;7.3;6.5;308;2
