FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
17/10/2016 10:00;89.0;97.0;87.0;0.0;;;22.7;23.0;21.4;;
17/10/2016 9:00;96.0;98.0;95.0;0.0;;;21.5;21.6;21.0;;
17/10/2016 8:00;97.0;98.0;97.0;0.0;;;21.1;21.1;20.8;;
17/10/2016 7:00;97.0;97.0;96.0;0.0;0.0;;20.9;21.0;20.9;;
17/10/2016 6:00;97.0;97.0;96.0;0.0;;;21.0;21.0;20.9;;
17/10/2016 5:00;97.0;97.0;93.0;0.0;;;21.0;21.3;20.9;;
17/10/2016 4:00;93.0;94.0;93.0;0.0;;;21.3;21.5;21.3;;
17/10/2016 3:00;93.0;93.0;92.0;0.0;;;21.5;21.6;21.5;;
17/10/2016 2:00;92.0;93.0;92.0;0.0;;;21.6;21.8;21.6;;
17/10/2016 1:00;93.0;93.0;92.0;0.0;;;21.7;21.9;21.7;;
17/10/2016 0:00;92.0;96.0;92.0;0.0;;;21.9;21.9;21.5;;
16/10/2016 23:00;96.0;96.0;95.0;0.0;;;21.4;21.5;21.2;;
16/10/2016 22:00;95.0;95.0;94.0;0.0;;;21.5;22.0;21.5;;
16/10/2016 21:00;94.0;97.0;94.0;0.0;;;22.0;22.1;21.6;;
16/10/2016 20:00;96.0;96.0;92.0;0.0;;;21.6;22.8;21.6;;
16/10/2016 19:00;93.0;93.0;81.0;0.0;0.0;;22.8;25.4;22.8;;
16/10/2016 18:00;81.0;81.0;73.0;0.0;;;25.4;27.1;25.4;;
16/10/2016 17:00;75.0;75.0;70.0;0.0;;;26.7;27.5;26.7;;
16/10/2016 16:00;72.0;76.0;70.0;0.0;;;27.1;27.5;26.6;;
16/10/2016 15:00;75.0;79.0;72.0;0.0;;;26.6;27.0;25.9;;
16/10/2016 13:00;81.0;85.0;79.0;0.0;0.2;;25.1;25.6;24.6;;
16/10/2016 12:00;83.0;85.0;80.0;0.0;;;24.9;25.2;24.5;;
16/10/2016 11:00;84.0;90.0;82.0;0.0;;;24.5;24.6;22.9;;
