;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
22/10/2016 15:00;80.0;91.0;62.0;0.0;;;11.8;12.7;9.6;333.0;4.6
22/10/2016 14:00;;90.0;78.0;0.0;;;;11.4;9.5;;
22/10/2016 13:00;78.0;87.0;68.0;0.0;0.0;;10.8;10.9;9.0;306.0;2.3
22/10/2016 12:00;75.0;80.0;45.0;0.0;;;10.5;16.6;10.2;322.0;4.2
22/10/2016 11:00;47.0;54.0;44.0;0.0;;;16.0;16.3;13.5;145.0;7.2
22/10/2016 10:00;49.0;57.0;48.0;0.0;;;15.1;15.2;12.6;130.0;8.2
22/10/2016 9:00;53.0;67.0;52.0;0.0;;;13.6;13.7;9.4;103.0;11.9
22/10/2016 8:00;65.0;70.0;60.0;0.0;;;10.0;10.7;8.3;333.0;2.1
22/10/2016 7:00;67.0;72.0;60.0;0.0;0.0;;8.8;9.0;6.1;99.0;3.7
22/10/2016 6:00;70.0;75.0;66.0;0.0;;;7.0;7.8;5.8;346.0;0.7
22/10/2016 5:00;75.0;78.0;72.0;0.0;;;6.4;7.1;5.7;61.0;4.9
22/10/2016 4:00;76.0;78.0;66.0;0.0;;;6.5;8.3;6.2;115.0;3.7
22/10/2016 3:00;70.0;77.0;66.0;0.0;;;7.5;8.2;6.8;143.0;7.8
22/10/2016 2:00;77.0;77.0;74.0;0.0;;;6.7;7.4;6.7;139.0;7.7
22/10/2016 1:00;75.0;79.0;75.0;0.0;;;7.2;7.3;7.0;119.0;12.8
22/10/2016 0:00;;84.0;79.0;0.0;;;;7.6;6.9;;
21/10/2016 23:00;81.0;94.0;80.0;0.0;;;7.2;7.3;5.6;112.0;7.4
21/10/2016 22:00;88.0;99.0;88.0;0.0;;;6.4;6.5;5.4;71.0;1.9
21/10/2016 21:00;90.0;99.0;80.0;0.0;;;6.2;7.3;5.6;70.0;2.2
21/10/2016 20:00;99.0;99.0;71.0;0.0;;;5.9;9.0;5.8;72.0;0.6
21/10/2016 19:00;90.0;98.0;82.0;0.0;0.0;;6.5;8.0;6.0;129.0;3.1
21/10/2016 18:00;95.0;96.0;68.0;0.0;;;7.3;9.6;7.3;67.0;0.8
21/10/2016 17:00;95.0;95.0;81.0;0.0;;;8.3;10.3;8.2;337.0;1.6
21/10/2016 16:00;83.0;98.0;54.0;0.0;;;9.8;13.5;8.2;28.0;1.2
