;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
07/11/2016 11:00;49.0;59.0;48.0;0.0;;;14.7;14.7;11.8;130.0;8.9
07/11/2016 10:00;57.0;63.0;54.0;0.0;;;12.5;12.6;10.4;130.0;11.8
07/11/2016 9:00;62.0;63.0;56.0;0.0;;;10.4;11.5;9.6;133.0;13.8
07/11/2016 8:00;64.0;69.0;62.0;0.0;;;9.6;9.8;7.4;133.0;12.1
07/11/2016 7:00;69.0;75.0;69.0;0.0;0.0;;7.4;7.5;6.6;138.0;12.4
07/11/2016 6:00;75.0;78.0;74.0;0.0;;;6.5;6.7;6.3;144.0;11.3
07/11/2016 5:00;78.0;80.0;77.0;0.0;;;6.4;6.4;6.2;123.0;12.1
07/11/2016 4:00;78.0;80.0;77.0;0.0;;;6.4;6.6;6.1;144.0;9.9
07/11/2016 3:00;77.0;81.0;75.0;0.0;;;6.5;6.9;6.2;128.0;10.2
07/11/2016 2:00;75.0;85.0;75.0;0.0;;;6.9;7.0;5.3;131.0;7.4
07/11/2016 1:00;79.0;90.0;73.0;0.0;;;6.1;6.9;4.5;100.0;7.1
07/11/2016 0:00;89.0;99.0;78.0;0.0;;;4.6;6.0;4.0;105.0;4.7
06/11/2016 23:00;79.0;95.0;75.0;0.0;;;5.9;6.5;4.4;90.0;6.7
06/11/2016 22:00;81.0;83.0;67.0;0.0;;;6.0;7.6;6.0;95.0;7.4
06/11/2016 21:00;71.0;74.0;69.0;0.0;;;7.6;7.9;7.3;128.0;8.9
06/11/2016 20:00;71.0;73.0;70.0;0.0;;;7.8;8.2;7.8;129.0;12.7
06/11/2016 19:00;71.0;73.0;67.0;0.0;0.0;;8.1;8.7;7.9;131.0;11.6
06/11/2016 18:00;67.0;69.0;61.0;0.0;;;8.7;10.1;8.7;140.0;10.4
06/11/2016 17:00;63.0;64.0;56.0;0.0;;;10.0;12.2;9.9;147.0;11.4
06/11/2016 16:00;58.0;60.0;54.0;0.0;;;11.6;12.5;10.9;121.0;6.1
06/11/2016 15:00;60.0;61.0;55.0;0.0;;;11.2;13.1;11.2;108.0;9.4
06/11/2016 14:00;55.0;65.0;55.0;0.0;;;12.8;13.1;10.9;131.0;11.2
06/11/2016 13:00;63.0;68.0;57.0;0.0;0.0;;11.0;13.0;10.4;142.0;11.8
06/11/2016 12:00;64.0;73.0;63.0;0.0;;;11.0;11.5;9.0;138.0;15.9
