FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
5/11/2016 10:00;92.0;96.0;92.0;0.0;;;22.3;22.3;20.9;;
5/11/2016 9:00;96.0;97.0;96.0;0.0;;;20.8;20.8;20.2;;
5/11/2016 8:00;97.0;97.0;97.0;0.1;;;20.2;20.3;20.0;;
5/11/2016 7:00;97.0;97.0;97.0;0.1;0.2;;20.0;20.1;19.9;;
5/11/2016 6:00;97.0;97.0;96.0;0.1;;;20.1;20.3;20.0;;
5/11/2016 5:00;96.0;96.0;94.0;0.0;;;20.3;20.6;20.3;;
5/11/2016 4:00;94.0;94.0;93.0;0.0;;;20.5;20.9;20.5;;
5/11/2016 3:00;93.0;93.0;92.0;0.0;;;20.9;21.1;20.9;;
5/11/2016 2:00;92.0;93.0;92.0;0.0;;;21.1;21.2;21.1;;
5/11/2016 1:00;93.0;94.0;93.0;0.0;;;21.1;21.2;21.1;;
5/11/2016 0:00;94.0;94.0;94.0;0.0;;;21.2;21.2;20.7;;
4/11/2016 23:00;94.0;94.0;93.0;0.0;;;20.7;21.1;20.7;;
4/11/2016 22:00;93.0;93.0;91.0;0.0;;;21.1;21.4;21.1;;
4/11/2016 21:00;91.0;91.0;88.0;0.0;;;21.2;22.2;21.2;;
4/11/2016 20:00;88.0;88.0;83.0;0.0;;;21.8;22.7;21.8;;
4/11/2016 19:00;83.0;83.0;75.0;0.0;0.0;;22.7;25.2;22.7;;
4/11/2016 18:00;75.0;75.0;68.0;0.0;;;25.2;27.8;25.2;;
4/11/2016 17:00;68.0;68.0;67.0;0.0;;;27.6;28.1;27.4;;
4/11/2016 16:00;68.0;72.0;68.0;0.0;;;27.6;28.1;26.3;;
4/11/2016 15:00;72.0;74.0;72.0;0.0;;;26.4;26.6;26.0;;
4/11/2016 14:00;74.0;78.0;74.0;0.0;;;26.5;26.6;24.8;;
4/11/2016 13:00;77.0;81.0;77.0;0.0;0.0;;25.3;25.4;24.3;;
4/11/2016 12:00;81.0;85.0;81.0;0.0;;;24.3;24.4;23.8;;
4/11/2016 11:00;85.0;90.0;85.0;0.0;;;23.8;23.9;22.8;;
