FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
27/10/2016 10:00;27.0;35.0;21.0;0.0;;799.7;16.9;17.1;14.4;314.0;1.4
27/10/2016 9:00;30.0;54.0;26.0;0.0;;799.6;14.5;15.1;11.8;14.0;1.2
27/10/2016 8:00;45.0;50.0;35.0;0.0;;799.6;11.8;12.0;8.8;345.0;1.1
27/10/2016 7:00;43.0;57.0;42.0;0.0;0.0;799.4;8.6;8.8;2.7;113.0;0.2
27/10/2016 6:00;54.0;59.0;53.0;0.0;;799.3;3.3;3.6;2.4;130.0;2.0
27/10/2016 5:00;54.0;59.0;52.0;0.0;;799.4;3.5;4.3;2.6;182.0;1.1
27/10/2016 4:00;52.0;69.0;51.0;0.0;;799.3;4.4;4.4;2.3;170.0;1.8
27/10/2016 3:00;67.0;73.0;63.0;0.0;;799.3;2.8;6.4;2.7;336.0;0.5
27/10/2016 2:00;66.0;77.0;65.0;0.0;;799.4;6.5;6.6;4.6;110.0;2.3
27/10/2016 1:00;72.0;75.0;71.0;0.0;;799.4;6.6;6.9;6.3;156.0;0.7
27/10/2016 0:00;73.0;89.0;73.0;0.0;;799.4;6.8;7.2;5.1;165.0;2.7
26/10/2016 23:00;89.0;95.0;82.0;0.0;;799.4;6.7;7.9;6.3;176.0;0.7
26/10/2016 22:00;85.0;93.0;80.0;0.0;;799.4;6.2;7.1;5.8;207.0;1.5
26/10/2016 21:00;83.0;98.0;75.0;0.0;;799.4;6.1;7.4;5.8;204.0;1.8
26/10/2016 20:00;85.0;96.0;83.0;0.0;;799.4;7.0;8.0;6.9;213.0;0.4
