;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
13/10/2016 10:00;91.0;94.0;85.0;0.0;;;9.7;9.9;8.8;309.0;2.2
13/10/2016 9:00;86.0;91.0;78.0;0.0;;;9.0;10.7;8.0;316.0;2.4
13/10/2016 8:00;79.0;86.0;76.0;0.0;;;9.8;9.9;8.5;96.0;4.6
13/10/2016 7:00;81.0;92.0;81.0;0.0;0.2;;8.5;8.5;6.5;122.0;3.2
13/10/2016 6:00;91.0;92.0;86.0;0.0;;;6.6;7.3;6.6;305.0;2.1
13/10/2016 5:00;92.0;95.0;91.0;0.0;;;6.5;7.0;6.4;143.0;1.5
13/10/2016 4:00;94.0;96.0;91.0;0.0;;;6.7;7.1;6.6;132.0;0.8
13/10/2016 3:00;91.0;94.0;91.0;0.0;;;7.0;7.0;6.8;224.0;1.1
13/10/2016 2:00;94.0;96.0;83.0;0.0;;;7.0;8.0;6.8;298.0;2.6
13/10/2016 1:00;84.0;90.0;84.0;0.0;;;7.9;8.0;7.2;124.0;6.3
13/10/2016 0:00;86.0;90.0;85.0;0.0;;;7.7;7.7;7.1;138.0;6.4
12/10/2016 23:00;90.0;100.0;90.0;0.1;;;7.0;7.1;5.9;139.0;7.5
12/10/2016 22:00;100.0;100.0;86.0;0.0;;;6.6;8.0;6.4;297.0;0.8
12/10/2016 21:00;89.0;97.0;82.0;0.1;;;7.9;8.4;7.5;121.0;3.6
12/10/2016 20:00;;100.0;97.0;0.0;;;;7.3;6.9;;
12/10/2016 19:00;100.0;100.0;100.0;2.7;8.4;;7.0;7.2;6.7;358.0;0.6
12/10/2016 18:00;100.0;100.0;100.0;4.8;;;6.8;9.0;6.7;102.0;5.6
12/10/2016 17:00;100.0;100.0;100.0;0.0;;;7.9;9.5;7.8;296.0;1.2
12/10/2016 16:00;100.0;100.0;99.0;0.0;;;8.2;9.7;8.0;330.0;0.7
12/10/2016 15:00;99.0;100.0;98.0;0.0;;;8.7;9.4;8.1;341.0;1.9
12/10/2016 14:00;100.0;100.0;97.0;0.9;;;8.4;9.3;7.9;296.0;2.1
12/10/2016 13:00;97.0;99.0;94.0;0.0;0.0;;9.3;10.1;8.9;330.0;4.5
12/10/2016 12:00;96.0;97.0;81.0;0.0;;;9.6;11.6;9.1;319.0;2.4
12/10/2016 11:00;;92.0;60.0;0.0;;;;14.6;9.2;;
