;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
14/10/2016 11:00;84.0;89.0;65.0;0.0;;;10.6;11.2;9.2;313.0;4.1
14/10/2016 10:00;85.0;87.0;53.0;0.0;;;9.5;12.3;9.3;316.0;2.7
14/10/2016 9:00;60.0;67.0;52.0;0.0;;;11.7;12.7;9.2;64.0;4.8
14/10/2016 8:00;63.0;73.0;63.0;0.0;;;9.2;9.3;7.8;140.0;4.2
14/10/2016 7:00;72.0;77.0;72.0;0.0;0.0;;7.9;8.0;6.8;138.0;11.1
14/10/2016 6:00;76.0;78.0;75.0;0.0;;;7.1;7.6;7.0;126.0;7.0
14/10/2016 5:00;75.0;79.0;73.0;0.0;;;7.5;7.8;7.1;138.0;7.5
14/10/2016 4:00;80.0;87.0;73.0;0.0;;;7.0;7.7;6.1;135.0;8.1
14/10/2016 3:00;87.0;87.0;65.0;0.0;;;6.2;8.4;6.2;122.0;1.0
14/10/2016 2:00;68.0;72.0;64.0;0.0;;;8.3;9.0;8.1;123.0;7.8
14/10/2016 1:00;64.0;72.0;63.0;0.0;;;9.0;9.0;8.4;135.0;7.1
14/10/2016 0:00;70.0;72.0;63.0;0.0;;;8.7;8.8;7.8;144.0;7.3
13/10/2016 23:00;70.0;76.0;65.0;0.0;;;8.0;8.7;7.6;100.0;4.6
13/10/2016 22:00;70.0;88.0;69.0;0.0;;;8.2;8.5;7.5;130.0;4.6
13/10/2016 21:00;88.0;93.0;83.0;0.0;;;7.4;7.6;6.9;275.0;0.9
13/10/2016 20:00;91.0;95.0;87.0;0.0;;;6.8;7.5;6.8;158.0;0.9
13/10/2016 19:00;95.0;99.0;93.0;0.0;0.0;;7.5;7.8;7.3;186.0;1.4
13/10/2016 18:00;99.0;100.0;96.0;0.0;;;7.6;8.6;7.6;316.0;2.5
13/10/2016 17:00;98.0;99.0;92.0;0.0;;;8.1;10.1;7.7;329.0;1.6
13/10/2016 16:00;98.0;100.0;98.0;0.0;;;8.8;9.7;8.6;321.0;2.2
13/10/2016 15:00;99.0;99.0;85.0;0.0;;;9.0;11.7;8.9;329.0;3.3
13/10/2016 14:00;96.0;99.0;89.0;0.0;;;9.6;10.3;9.4;353.0;0.7
13/10/2016 13:00;92.0;92.0;82.0;0.0;0.0;;10.2;12.1;10.1;330.0;3.4
13/10/2016 12:00;85.0;93.0;84.0;0.0;;;11.2;11.3;9.6;318.0;4.3
