FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
20/10/2016 10:00;67.0;75.0;66.0;0.0;;1010.4;25.6;25.7;23.5;187.0;1.7
20/10/2016 9:00;74.0;80.0;73.0;0.0;;1010.9;23.5;23.8;22.6;233.0;1.1
20/10/2016 8:00;79.0;83.0;79.0;0.0;;1010.5;22.6;22.6;21.7;178.0;0.9
20/10/2016 7:00;83.0;84.0;82.0;0.0;0.0;1009.9;21.8;21.8;21.4;196.0;0.9
20/10/2016 6:00;83.0;83.0;81.0;0.0;;1009.5;21.6;21.8;21.4;212.0;0.8
20/10/2016 5:00;81.0;81.0;79.0;0.0;;1009.1;21.8;21.9;21.7;186.0;0.5
20/10/2016 4:00;80.0;82.0;80.0;0.0;;1008.7;21.9;22.2;21.8;196.0;1.2
20/10/2016 3:00;80.0;81.0;79.0;0.0;;1008.7;22.1;22.2;22.0;214.0;1.6
20/10/2016 2:00;79.0;80.0;79.0;0.0;;1008.9;22.2;22.3;22.2;219.0;1.8
20/10/2016 1:00;79.0;80.0;79.0;0.0;;1009.4;22.3;22.4;22.2;206.0;2.1
20/10/2016 0:00;79.0;79.0;77.0;0.0;;1010.1;22.4;22.9;22.3;194.0;0.9
19/10/2016 23:00;78.0;78.0;77.0;0.0;;1010.2;22.8;22.9;22.7;188.0;2.4
19/10/2016 22:00;77.0;79.0;75.0;0.0;;1010.0;22.9;23.5;22.8;208.0;1.4
19/10/2016 21:00;75.0;75.0;72.0;0.0;;1009.1;23.6;25.0;23.5;208.0;1.6
19/10/2016 20:00;73.0;75.0;73.0;0.0;;1008.4;25.0;25.9;25.0;212.0;1.5
19/10/2016 19:00;73.0;74.0;63.0;0.0;0.0;1007.2;25.9;28.1;25.9;208.0;1.9
19/10/2016 18:00;63.0;63.0;56.0;0.0;;1006.1;28.2;30.4;28.2;246.0;1.6
19/10/2016 17:00;57.0;62.0;56.0;0.0;;1005.5;30.4;30.5;29.6;199.0;1.7
19/10/2016 16:00;60.0;63.0;58.0;0.0;;1005.3;29.6;30.2;29.1;174.0;0.9
19/10/2016 15:00;60.0;62.0;55.0;0.0;;1005.7;29.3;31.3;29.1;38.0;0.7
19/10/2016 14:00;58.0;65.0;57.0;0.0;;1006.4;29.9;30.3;28.0;359.0;1.9
19/10/2016 13:00;63.0;70.0;61.0;0.0;0.0;1007.4;28.3;29.2;27.1;169.0;2.7
19/10/2016 12:00;64.0;73.0;62.0;0.0;;1008.6;27.7;28.7;25.8;155.0;0.9
