FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
18/10/2016 10:00;61.0;65.0;58.0;0.0;;709.5;13.7;14.3;13.1;136.0;2.5
18/10/2016 9:00;60.0;61.0;55.0;0.0;;709.2;13.3;14.8;12.9;133.0;4.7
18/10/2016 8:00;58.0;62.0;57.0;0.0;;709.0;13.1;13.2;10.8;132.0;4.3
18/10/2016 7:00;62.0;67.0;62.0;0.0;0.0;708.3;10.8;10.8;8.6;168.0;3.9
18/10/2016 6:00;67.0;69.0;64.0;0.0;;707.8;8.9;9.5;8.4;169.0;3.6
18/10/2016 5:00;66.0;69.0;65.0;0.0;;707.2;9.0;9.6;8.9;152.0;1.8
18/10/2016 4:00;69.0;73.0;66.0;0.0;;707.0;9.2;9.7;9.2;180.0;4.2
18/10/2016 3:00;73.0;74.0;71.0;0.0;;707.2;9.3;10.1;8.9;155.0;3.5
18/10/2016 2:00;71.0;74.0;70.0;0.0;;707.5;9.9;10.4;9.9;164.0;4.9
18/10/2016 1:00;74.0;75.0;73.0;0.0;;708.0;10.2;10.9;10.2;162.0;4.0
18/10/2016 0:00;75.0;75.0;74.0;0.0;;708.6;10.7;11.3;10.7;164.0;3.3
17/10/2016 23:00;75.0;77.0;74.0;0.0;;708.8;11.3;11.6;11.1;157.0;3.5
17/10/2016 22:00;76.0;76.0;74.0;0.0;;708.6;11.3;11.5;10.8;148.0;3.3
17/10/2016 21:00;74.0;74.0;72.0;0.0;;708.1;11.3;12.1;11.3;174.0;3.5
17/10/2016 20:00;73.0;75.0;72.0;0.0;;707.5;12.0;12.3;11.7;185.0;3.2
17/10/2016 19:00;74.0;95.0;74.0;0.0;0.0;706.7;12.2;12.2;9.6;117.0;3.6
17/10/2016 18:00;90.0;90.0;80.0;0.0;;706.0;10.7;12.8;10.6;90.0;0.4
17/10/2016 17:00;80.0;81.0;67.0;0.0;;705.6;12.8;15.9;12.8;7.0;1.8
17/10/2016 16:00;68.0;70.0;40.0;0.0;;705.5;15.8;20.3;14.9;333.0;1.7
17/10/2016 15:00;43.0;48.0;38.0;0.0;;705.5;20.3;20.4;18.1;109.0;3.8
17/10/2016 14:00;43.0;50.0;38.0;0.0;;706.3;18.5;19.6;18.0;123.0;4.6
17/10/2016 13:00;42.0;58.0;38.0;0.0;0.0;707.2;18.9;19.3;17.3;138.0;6.3
17/10/2016 12:00;53.0;60.0;41.0;0.0;;708.1;17.5;18.6;15.8;154.0;3.7
17/10/2016 11:00;49.0;57.0;45.0;0.0;;708.8;17.1;17.9;15.6;87.0;4.4
