FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
23/10/2016 10:00;76.0;80.0;74.0;0.0;;1012.1;24.3;24.4;22.8;233.0;1.0
23/10/2016 9:00;78.0;83.0;77.0;0.0;;1012.3;23.0;23.2;22.0;242.0;1.4
23/10/2016 8:00;;87.0;82.0;0.0;;;;22.0;21.0;;
23/10/2016 7:00;87.0;89.0;87.0;0.0;0.2;1011.3;21.0;21.1;20.6;210.0;1.3
23/10/2016 6:00;88.0;90.0;88.0;0.0;;1010.7;20.6;20.7;20.3;215.0;0.8
23/10/2016 5:00;88.0;91.0;87.0;0.0;;1009.8;20.6;21.1;20.5;225.0;1.3
23/10/2016 4:00;90.0;91.0;87.0;0.1;;1009.7;20.9;21.3;20.8;231.0;0.9
23/10/2016 3:00;;84.0;83.0;0.0;;;;21.7;21.5;;
23/10/2016 2:00;83.0;83.0;82.0;0.0;;1010.0;21.6;21.8;21.6;207.0;1.2
23/10/2016 1:00;83.0;83.0;81.0;0.0;;1010.6;21.8;22.2;21.7;196.0;1.5
23/10/2016 0:00;82.0;83.0;81.0;0.0;;1011.2;22.2;22.8;22.1;206.0;1.4
22/10/2016 23:00;82.0;82.0;81.0;0.0;;1011.3;22.8;23.4;22.8;198.0;1.8
22/10/2016 22:00;81.0;81.0;80.0;0.0;;1010.8;23.4;24.3;23.4;202.0;2.0
22/10/2016 21:00;79.0;79.0;75.0;0.0;;1010.1;24.4;25.9;24.4;204.0;2.3
22/10/2016 20:00;75.0;75.0;72.0;0.0;;1009.0;;26.5;25.9;;
22/10/2016 19:00;;72.0;67.0;0.0;0.0;;;27.9;26.7;;
22/10/2016 18:00;67.0;67.0;58.0;0.0;;1007.1;27.9;30.4;27.9;188.0;2.0
22/10/2016 17:00;58.0;59.0;53.0;0.0;;1006.6;30.4;31.4;30.4;196.0;2.6
22/10/2016 16:00;54.0;55.0;47.0;0.0;;1006.3;31.4;33.6;31.1;206.0;2.1
22/10/2016 15:00;51.0;60.0;50.0;0.0;;1006.5;32.4;32.6;30.2;173.0;0.8
22/10/2016 14:00;56.0;62.0;55.0;0.0;;1007.3;31.0;31.1;28.9;204.0;1.8
22/10/2016 13:00;61.0;65.0;59.0;0.0;0.0;1008.3;28.8;29.3;27.5;312.0;1.3
22/10/2016 12:00;63.0;68.0;59.0;0.0;;1009.2;27.8;28.8;26.4;140.0;2.5
22/10/2016 11:00;65.0;71.0;64.0;0.0;;1009.9;27.1;27.2;25.8;260.0;0.1
