;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
06/10/2016 10:00;96.0;97.0;86.0;0.0;;;8.3;10.2;7.4;331.0;2.8
06/10/2016 9:00;86.0;87.0;75.0;0.0;;;10.2;10.3;7.9;60.0;2.0
06/10/2016 8:00;84.0;90.0;81.0;0.0;;;7.9;8.3;7.5;129.0;1.6
06/10/2016 7:00;85.0;88.0;84.0;0.0;0.0;;7.6;7.6;6.8;294.0;0.6
06/10/2016 6:00;85.0;88.0;84.0;0.0;;;7.4;7.5;6.8;227.0;1.5
06/10/2016 5:00;85.0;86.0;84.0;0.0;;;7.1;7.4;6.9;153.0;1.2
06/10/2016 4:00;85.0;88.0;83.0;0.0;;;7.2;7.5;6.9;333.0;0.3
06/10/2016 3:00;84.0;85.0;83.0;0.0;;;7.3;7.4;6.9;261.0;0.4
06/10/2016 2:00;84.0;90.0;84.0;0.0;;;7.4;7.5;6.5;341.0;0.6
06/10/2016 1:00;90.0;92.0;81.0;0.0;;;6.5;8.2;6.2;328.0;0.6
06/10/2016 0:00;84.0;88.0;83.0;0.0;;;7.5;7.8;7.2;159.0;3.9
05/10/2016 23:00;88.0;92.0;88.0;0.0;;;7.5;7.6;7.0;131.0;1.2
05/10/2016 22:00;92.0;97.0;86.0;0.0;;;7.4;8.2;7.1;93.0;1.5
05/10/2016 21:00;95.0;100.0;94.0;0.0;;;7.2;7.6;7.2;347.0;0.2
05/10/2016 20:00;100.0;100.0;100.0;0.0;;;7.3;7.4;7.1;150.0;2.5
05/10/2016 19:00;100.0;100.0;97.0;0.1;3.7;;7.3;7.4;7.0;155.0;2.5
05/10/2016 18:00;99.0;100.0;99.0;3.6;;;7.0;7.7;6.9;279.0;1.0
05/10/2016 17:00;100.0;100.0;100.0;0.0;;;7.5;7.9;7.3;308.0;2.2
05/10/2016 16:00;100.0;100.0;99.0;0.0;;;7.9;8.3;7.8;326.0;3.0
05/10/2016 15:00;99.0;100.0;91.0;0.0;;;8.0;9.4;7.9;321.0;3.6
05/10/2016 14:00;94.0;98.0;90.0;0.0;;;8.8;9.3;7.7;348.0;1.9
05/10/2016 13:00;95.0;95.0;86.0;0.0;0.0;;8.3;10.1;7.9;314.0;4.0
05/10/2016 12:00;94.0;95.0;75.0;0.0;;;7.9;10.6;7.8;320.0;2.4
05/10/2016 11:00;77.0;84.0;58.0;0.0;;;10.3;12.7;8.7;278.0;0.7
