FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
07/11/2016 11:00;66.0;71.0;64.0;0.0;;1011.1;26.2;26.5;24.8;132.0;1.1
07/11/2016 10:00;69.0;74.0;67.0;0.0;;1011.7;24.8;25.5;23.7;133.0;2.0
07/11/2016 9:00;73.0;79.0;71.0;0.0;;1012.0;24.3;24.4;22.3;216.0;0.8
07/11/2016 8:00;78.0;83.0;77.0;0.0;;1011.9;22.4;22.5;21.7;181.0;1.6
07/11/2016 7:00;82.0;85.0;82.0;0.0;0.0;1011.4;21.7;21.7;21.1;224.0;0.6
07/11/2016 6:00;85.0;85.0;84.0;0.0;;1011.0;21.3;21.4;21.1;227.0;0.6
07/11/2016 5:00;84.0;84.0;82.0;0.0;;1010.4;21.4;21.5;21.2;227.0;0.9
07/11/2016 4:00;83.0;83.0;82.0;0.0;;1010.0;21.5;21.6;21.3;196.0;1.7
07/11/2016 3:00;82.0;82.0;81.0;0.0;;1010.0;21.6;21.6;21.4;208.0;1.4
07/11/2016 2:00;82.0;84.0;82.0;0.0;;1010.3;21.6;21.6;21.3;204.0;1.5
07/11/2016 1:00;84.0;84.0;83.0;0.0;;1010.8;21.5;21.7;21.4;234.0;1.3
07/11/2016 0:00;83.0;83.0;77.0;0.0;;1011.1;21.6;22.1;21.4;207.0;1.7
06/11/2016 23:00;77.0;79.0;76.0;0.0;;1011.1;22.0;22.4;22.0;207.0;2.2
06/11/2016 22:00;78.0;80.0;76.0;0.0;;1010.5;22.4;23.2;22.3;202.0;2.5
06/11/2016 21:00;78.0;78.0;76.0;0.0;;1009.7;23.2;23.9;23.2;202.0;2.4
06/11/2016 20:00;76.0;76.0;71.0;0.0;;1008.6;23.9;25.4;23.8;192.0;3.5
06/11/2016 19:00;71.0;72.0;68.0;0.0;0.0;1007.6;25.4;27.4;25.4;190.0;2.6
06/11/2016 18:00;68.0;68.0;48.0;0.0;;1006.8;27.4;31.8;27.3;199.0;2.3
06/11/2016 17:00;47.0;50.0;43.0;0.0;;1005.9;31.9;32.5;31.7;234.0;1.1
06/11/2016 16:00;45.0;54.0;44.0;0.0;;1005.6;32.2;32.4;30.8;195.0;2.6
06/11/2016 15:00;52.0;56.0;49.0;0.0;;1006.1;30.9;32.0;30.0;187.0;1.8
06/11/2016 14:00;53.0;61.0;52.0;0.0;;1006.9;30.6;30.7;28.8;192.0;2.6
06/11/2016 13:00;61.0;67.0;58.0;0.0;0.0;1008.3;28.8;29.0;27.0;167.0;0.4
06/11/2016 12:00;67.0;71.0;62.0;0.0;;1009.5;27.0;27.5;25.4;188.0;2.0
