;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
02/10/2016 10:00;98.0;98.0;85.0;0.0;;;6.6;8.2;6.4;307.0;0.7
02/10/2016 9:00;86.0;87.0;70.0;0.0;;;8.1;10.3;7.9;331.0;1.0
02/10/2016 8:00;78.0;81.0;77.0;0.0;;;8.2;8.2;7.1;108.0;9.5
02/10/2016 7:00;79.0;94.0;77.0;0.0;0.0;;7.1;7.2;5.0;105.0;9.6
02/10/2016 6:00;92.0;92.0;73.0;0.0;;;5.3;7.0;5.1;87.0;1.6
02/10/2016 5:00;73.0;97.0;71.0;0.0;;;7.0;7.2;4.6;114.0;5.1
02/10/2016 4:00;97.0;98.0;91.0;0.0;;;4.6;5.2;4.6;184.0;1.2
02/10/2016 3:00;91.0;99.0;89.0;0.0;;;5.2;5.2;4.9;147.0;0.5
02/10/2016 2:00;89.0;99.0;89.0;0.0;;;5.0;5.3;4.7;157.0;1.7
02/10/2016 1:00;97.0;99.0;91.0;0.0;;;5.0;5.6;4.9;170.0;2.1
02/10/2016 0:00;97.0;100.0;91.0;0.0;;;5.2;5.9;5.0;262.0;0.6
01/10/2016 23:00;;99.0;90.0;0.0;;;;6.3;5.6;;
01/10/2016 22:00;97.0;97.0;83.0;0.0;;;6.1;7.3;6.0;312.0;0.8
01/10/2016 21:00;87.0;100.0;87.0;0.0;;;7.1;7.1;5.8;155.0;1.3
01/10/2016 20:00;100.0;100.0;100.0;0.0;;;5.9;6.7;5.9;103.0;2.1
01/10/2016 19:00;100.0;100.0;100.0;0.0;0.0;;6.5;6.9;6.5;230.0;1.2
01/10/2016 18:00;100.0;100.0;100.0;0.0;;;6.9;7.2;6.7;333.0;2.1
01/10/2016 17:00;100.0;100.0;100.0;0.0;;;6.9;7.5;6.7;298.0;1.4
01/10/2016 16:00;100.0;100.0;100.0;0.0;;;7.3;8.6;7.3;306.0;3.2
01/10/2016 15:00;100.0;100.0;91.0;0.0;;;7.7;9.3;6.9;316.0;3.2
01/10/2016 14:00;90.0;95.0;76.0;0.0;;;9.0;10.4;8.5;308.0;2.5
01/10/2016 13:00;85.0;99.0;79.0;0.2;0.2;;9.8;9.9;7.6;331.0;2.6
01/10/2016 12:00;99.0;99.0;64.0;0.0;;;8.3;12.1;8.2;305.0;2.2
01/10/2016 11:00;78.0;91.0;71.0;0.0;;;10.9;11.1;8.7;114.0;2.2
