FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
7/10/2016 10:00;87.0;92.0;86.0;0.0;;;23.4;23.4;22.4;;
7/10/2016 9:00;88.0;91.0;87.0;0.0;;;22.9;23.1;22.7;;
7/10/2016 8:00;89.0;92.0;88.0;0.0;;;22.9;23.1;22.3;;
7/10/2016 7:00;92.0;95.0;92.0;0.0;0.0;;22.3;22.3;22.0;;
7/10/2016 6:00;95.0;95.0;95.0;0.0;;;22.0;22.0;21.9;;
7/10/2016 5:00;95.0;95.0;95.0;0.0;;;22.0;22.0;21.9;;
7/10/2016 4:00;95.0;96.0;93.0;0.0;;;21.9;22.1;21.8;;
7/10/2016 3:00;93.0;95.0;93.0;0.0;;;22.0;22.1;21.8;;
7/10/2016 2:00;95.0;96.0;95.0;0.0;;;21.8;21.9;21.6;;
7/10/2016 1:00;96.0;98.0;95.0;0.0;;;21.6;21.7;21.2;;
7/10/2016 0:00;98.0;98.0;94.0;0.0;;;21.2;21.7;21.0;;
6/10/2016 23:00;94.0;94.0;90.0;0.0;;;21.7;22.5;21.7;;
6/10/2016 22:00;90.0;91.0;89.0;0.0;;;22.5;23.0;22.5;;
6/10/2016 21:00;91.0;92.0;90.0;0.0;;;23.0;23.4;22.9;;
6/10/2016 20:00;90.0;93.0;89.0;0.0;;;23.4;23.5;22.6;;
6/10/2016 19:00;89.0;90.0;79.0;0.0;0.0;;23.5;25.5;23.5;;
6/10/2016 18:00;79.0;79.0;73.0;0.0;;;25.5;26.7;25.5;;
6/10/2016 17:00;73.0;74.0;70.0;0.0;;;26.7;27.4;26.6;;
6/10/2016 16:00;71.0;72.0;67.0;0.0;;;27.1;27.9;27.0;;
6/10/2016 15:00;71.0;73.0;67.0;0.0;;;27.3;27.6;26.9;;
6/10/2016 14:00;69.0;72.0;67.0;0.0;;;27.2;27.9;26.8;;
6/10/2016 13:00;70.0;73.0;67.0;0.0;0.0;;27.2;27.7;26.8;;
6/10/2016 12:00;70.0;79.0;69.0;0.0;;;27.3;27.5;25.0;;
6/10/2016 11:00;79.0;83.0;76.0;0.0;;;24.9;25.4;24.1;;
