;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
17/10/2016 10:00;80.0;92.0;75.0;0.0;;;9.9;10.2;8.3;331.0;3.2
17/10/2016 9:00;86.0;90.0;56.0;0.0;;;9.0;12.0;8.2;293.0;2.3
17/10/2016 8:00;60.0;65.0;53.0;0.0;;;11.1;11.7;9.2;84.0;5.3
17/10/2016 7:00;65.0;72.0;64.0;0.0;0.0;;9.2;9.2;6.7;129.0;6.1
17/10/2016 6:00;73.0;78.0;72.0;0.0;;;6.9;7.1;6.2;147.0;3.5
17/10/2016 5:00;75.0;81.0;74.0;0.0;;;6.9;7.1;5.8;130.0;6.9
17/10/2016 4:00;79.0;80.0;74.0;0.0;;;6.3;7.5;6.0;146.0;1.9
17/10/2016 3:00;76.0;79.0;72.0;0.0;;;7.3;7.3;6.6;133.0;5.8
17/10/2016 2:00;74.0;75.0;70.0;0.0;;;6.9;7.8;6.8;122.0;2.9
17/10/2016 1:00;72.0;78.0;71.0;0.0;;;7.8;8.1;6.7;132.0;5.0
17/10/2016 0:00;74.0;76.0;72.0;0.0;;;7.5;8.3;7.4;134.0;7.5
16/10/2016 23:00;73.0;77.0;73.0;0.0;;;8.1;8.2;7.6;141.0;7.5
16/10/2016 22:00;75.0;76.0;72.0;0.0;;;7.7;8.7;7.6;127.0;5.2
16/10/2016 21:00;76.0;86.0;76.0;0.0;;;8.3;8.4;7.2;139.0;8.0
16/10/2016 20:00;82.0;100.0;82.0;0.0;;;7.8;7.9;6.3;137.0;6.1
16/10/2016 19:00;100.0;100.0;100.0;0.0;0.0;;6.6;7.4;6.6;296.0;1.1
16/10/2016 18:00;100.0;100.0;100.0;0.0;;;7.3;8.0;7.3;38.0;0.5
16/10/2016 17:00;100.0;100.0;99.0;0.0;;;8.0;9.4;7.9;300.0;2.2
16/10/2016 16:00;99.0;100.0;99.0;0.0;;;8.9;9.8;8.8;311.0;2.6
16/10/2016 15:00;99.0;99.0;93.0;0.0;;;9.1;10.2;8.7;316.0;1.9
16/10/2016 14:00;93.0;99.0;91.0;0.0;;;9.5;10.9;8.1;330.0;4.1
16/10/2016 13:00;96.0;98.0;83.0;0.0;0.0;;9.1;11.1;8.9;325.0;4.1
16/10/2016 12:00;88.0;89.0;68.0;0.0;;;9.7;11.3;9.3;303.0;3.9
16/10/2016 11:00;76.0;79.0;41.0;0.0;;;10.3;15.6;10.2;291.0;2.7
