FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
2/11/2016 21:00;90.0;90.0;87.0;0.0;;;20.6;21.7;20.6;;
2/11/2016 20:00;87.0;87.0;82.0;0.0;;;21.7;23.1;21.7;;
2/11/2016 19:00;82.0;82.0;79.0;0.0;0.0;;23.1;23.7;23.1;;
2/11/2016 18:00;79.0;79.0;77.0;0.0;;;23.7;24.1;23.7;;
2/11/2016 17:00;77.0;77.0;76.0;0.0;;;24.1;24.4;24.1;;
2/11/2016 16:00;76.0;76.0;74.0;0.0;;;24.3;25.0;24.3;;
2/11/2016 15:00;74.0;74.0;73.0;0.0;;;24.9;25.7;24.9;;
2/11/2016 14:00;74.0;78.0;73.0;0.0;;;25.4;25.8;24.6;;
2/11/2016 13:00;78.0;81.0;78.0;0.0;0.0;;24.7;24.7;23.8;;
2/11/2016 12:00;80.0;82.0;80.0;0.0;;;24.2;24.3;23.8;;
2/11/2016 11:00;81.0;87.0;81.0;0.0;;;24.0;24.1;23.1;;
2/11/2016 10:00;87.0;92.0;87.0;0.0;;;23.1;23.1;21.8;;
2/11/2016 9:00;92.0;95.0;92.0;0.0;;;21.8;21.8;20.4;;
2/11/2016 8:00;95.0;96.0;95.0;0.0;;;20.5;20.5;19.9;;
2/11/2016 7:00;96.0;96.0;96.0;0.0;0.2;;20.0;20.2;19.9;;
2/11/2016 6:00;96.0;96.0;94.0;0.1;;;20.2;20.3;20.1;;
2/11/2016 5:00;94.0;94.0;92.0;0.1;;;20.3;21.2;20.3;;
2/11/2016 4:00;92.0;92.0;90.0;0.0;;;21.1;21.8;21.1;;
2/11/2016 3:00;90.0;90.0;89.0;0.0;;;21.8;22.1;21.8;;
2/11/2016 2:00;89.0;89.0;89.0;0.0;;;22.1;22.2;22.1;;
2/11/2016 1:00;89.0;90.0;89.0;0.0;;;22.2;22.2;22.0;;
2/11/2016 0:00;90.0;90.0;89.0;0.0;;;22.0;22.0;21.7;;
1/11/2016 23:00;89.0;89.0;88.0;0.0;;;21.7;22.0;21.7;;
1/11/2016 22:00;88.0;88.0;84.0;0.0;;;22.0;22.7;22.0;;
