FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
17/10/2016 21:00;93.0;93.0;87.0;0.0;;;22.8;24.2;22.8;;
17/10/2016 20:00;87.0;87.0;83.0;0.0;;;24.2;24.9;24.2;;
17/10/2016 19:00;83.0;84.0;76.0;0.0;0.0;;24.9;26.3;24.9;;
17/10/2016 18:00;76.0;77.0;70.0;0.0;;;26.3;27.5;26.3;;
17/10/2016 17:00;71.0;73.0;67.0;0.0;;;27.2;28.4;26.5;;
17/10/2016 16:00;72.0;77.0;71.0;0.0;;;26.6;27.0;25.9;;
17/10/2016 15:00;75.0;79.0;73.0;0.0;;;25.9;26.3;25.2;;
17/10/2016 14:00;76.0;80.0;74.0;0.0;;;25.6;25.7;24.9;;
17/10/2016 13:00;76.0;80.0;75.0;0.0;0.0;;25.2;25.5;24.5;;
17/10/2016 12:00;;87.0;76.0;0.0;;;;25.3;23.1;;
17/10/2016 11:00;85.0;90.0;85.0;0.0;;;23.2;23.4;22.6;;
17/10/2016 10:00;89.0;97.0;87.0;0.0;;;22.7;23.0;21.4;;
17/10/2016 9:00;96.0;98.0;95.0;0.0;;;21.5;21.6;21.0;;
17/10/2016 8:00;97.0;98.0;97.0;0.0;;;21.1;21.1;20.8;;
17/10/2016 7:00;97.0;97.0;96.0;0.0;0.0;;20.9;21.0;20.9;;
17/10/2016 6:00;97.0;97.0;96.0;0.0;;;21.0;21.0;20.9;;
17/10/2016 5:00;97.0;97.0;93.0;0.0;;;21.0;21.3;20.9;;
17/10/2016 4:00;93.0;94.0;93.0;0.0;;;21.3;21.5;21.3;;
17/10/2016 3:00;93.0;93.0;92.0;0.0;;;21.5;21.6;21.5;;
17/10/2016 2:00;92.0;93.0;92.0;0.0;;;21.6;21.8;21.6;;
17/10/2016 1:00;93.0;93.0;92.0;0.0;;;21.7;21.9;21.7;;
17/10/2016 0:00;92.0;96.0;92.0;0.0;;;21.9;21.9;21.5;;
16/10/2016 23:00;96.0;96.0;95.0;0.0;;;21.4;21.5;21.2;;
16/10/2016 22:00;95.0;95.0;94.0;0.0;;;21.5;22.0;21.5;;
