FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
30/10/2016 21:00;94.0;94.0;94.0;0.0;;;21.5;21.5;21.3;;
30/10/2016 20:00;94.0;94.0;91.0;0.0;;;21.5;22.0;21.5;;
30/10/2016 19:00;91.0;91.0;87.0;0.0;0.0;;22.0;22.8;22.0;;
30/10/2016 18:00;87.0;87.0;83.0;0.0;;;22.8;23.6;22.8;;
30/10/2016 17:00;83.0;83.0;78.0;0.0;;;23.6;25.4;23.6;;
30/10/2016 16:00;78.0;78.0;72.0;0.0;;;25.3;26.7;25.3;;
30/10/2016 15:00;72.0;72.0;66.0;0.0;;;26.7;28.7;26.6;;
30/10/2016 14:00;69.0;71.0;69.0;0.0;;;28.0;28.2;27.3;;
30/10/2016 13:00;71.0;74.0;69.0;0.0;0.0;;27.2;27.6;26.7;;
30/10/2016 12:00;74.0;81.0;73.0;0.0;;;26.8;27.0;24.4;;
30/10/2016 11:00;81.0;84.0;80.0;0.0;;;24.4;24.8;24.2;;
30/10/2016 10:00;83.0;89.0;82.0;0.0;;;24.4;24.6;22.8;;
30/10/2016 9:00;90.0;94.0;89.0;0.0;;;23.0;23.0;21.7;;
30/10/2016 8:00;94.0;96.0;94.0;0.0;;;21.7;21.7;20.7;;
30/10/2016 7:00;96.0;97.0;96.0;0.0;0.0;;20.7;20.9;20.6;;
30/10/2016 6:00;96.0;96.0;95.0;0.0;;;21.0;21.4;20.9;;
30/10/2016 5:00;95.0;95.0;94.0;0.0;;;21.4;21.5;21.3;;
30/10/2016 4:00;94.0;94.0;93.0;0.0;;;21.4;21.5;21.4;;
30/10/2016 3:00;93.0;93.0;92.0;0.0;;;21.5;21.7;21.5;;
30/10/2016 2:00;92.0;92.0;91.0;0.0;;;21.7;21.9;21.7;;
30/10/2016 1:00;91.0;91.0;90.0;0.0;;;21.9;22.0;21.8;;
30/10/2016 0:00;90.0;90.0;90.0;0.0;;;21.9;21.9;21.9;;
29/10/2016 23:00;90.0;90.0;89.0;0.0;;;21.9;21.9;21.9;;
29/10/2016 22:00;89.0;89.0;88.0;0.0;;;21.9;22.2;21.9;;
