;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
09/10/2016 21:00;100.0;100.0;100.0;1.1;;;6.5;6.6;6.3;165.0;1.5
09/10/2016 20:00;100.0;100.0;100.0;0.8;;;6.5;6.7;6.4;309.0;0.6
09/10/2016 19:00;100.0;100.0;100.0;0.2;0.8;;6.4;6.7;6.4;274.0;0.9
09/10/2016 18:00;100.0;100.0;100.0;0.2;;;6.6;6.8;6.4;323.0;0.9
09/10/2016 17:00;100.0;100.0;100.0;0.1;;;6.6;6.9;6.5;316.0;1.8
09/10/2016 16:00;100.0;100.0;100.0;0.3;;;6.9;7.1;6.6;310.0;1.5
09/10/2016 15:00;;100.0;100.0;0.0;;;;7.6;6.9;;
09/10/2016 14:00;100.0;100.0;95.0;0.0;;;7.4;8.7;7.3;305.0;2.1
09/10/2016 13:00;95.0;98.0;93.0;0.0;0.0;;8.6;8.9;7.6;321.0;4.2
09/10/2016 12:00;95.0;96.0;85.0;0.0;;;8.7;9.5;8.3;321.0;3.8
09/10/2016 11:00;90.0;95.0;86.0;0.0;;;8.7;8.9;8.1;315.0;3.9
09/10/2016 10:00;90.0;95.0;85.0;0.0;;;8.4;8.6;7.4;303.0;3.1
09/10/2016 9:00;87.0;90.0;65.0;0.0;;;8.5;8.9;7.6;278.0;1.7
09/10/2016 8:00;67.0;78.0;55.0;0.0;;;9.0;10.2;8.4;343.0;1.3
09/10/2016 7:00;57.0;65.0;54.0;0.0;0.0;;8.6;8.7;6.2;118.0;2.8
09/10/2016 6:00;60.0;66.0;58.0;0.0;;;7.1;7.2;5.9;148.0;1.4
09/10/2016 5:00;66.0;66.0;59.0;0.0;;;6.4;7.2;6.2;323.0;1.6
09/10/2016 4:00;63.0;64.0;53.0;0.0;;;6.6;7.5;6.6;311.0;2.1
09/10/2016 3:00;62.0;79.0;53.0;0.0;;;7.0;7.4;6.0;294.0;1.6
09/10/2016 2:00;75.0;80.0;61.0;0.0;;;6.2;6.7;6.0;119.0;8.5
09/10/2016 1:00;80.0;97.0;75.0;0.0;;;6.1;6.4;4.8;123.0;9.5
09/10/2016 0:00;97.0;100.0;80.0;0.0;;;4.8;6.8;4.7;107.0;1.6
08/10/2016 23:00;99.0;99.0;89.0;0.0;;;5.0;6.3;4.9;1.0;0.6
08/10/2016 22:00;91.0;99.0;88.0;0.0;;;6.3;6.7;5.4;107.0;1.1
