FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
28/10/2016 21:00;83.0;83.0;74.0;0.0;;1008.3;24.0;25.4;24.0;186.0;1.9
28/10/2016 20:00;75.0;75.0;65.0;0.0;;1007.6;25.4;26.9;25.4;196.0;1.7
28/10/2016 19:00;65.0;66.0;63.0;0.0;0.0;1006.9;26.8;27.4;26.8;155.0;1.6
28/10/2016 18:00;63.0;63.0;59.0;0.0;;1005.9;27.4;28.7;27.4;111.0;1.7
28/10/2016 17:00;59.0;60.0;53.0;0.0;;1005.6;28.6;30.3;28.5;127.0;1.6
28/10/2016 16:00;55.0;63.0;55.0;0.0;;1005.5;29.9;30.4;28.3;169.0;2.0
28/10/2016 15:00;62.0;69.0;60.0;0.0;;1006.4;28.3;28.5;26.9;312.0;1.0
28/10/2016 14:00;66.0;70.0;66.0;0.0;;1007.2;27.1;27.2;26.7;192.0;0.3
28/10/2016 7:00;;;;;0.0;;;;;;
27/10/2016 22:00;;84.0;82.0;0.0;;;;22.8;22.5;;
27/10/2016 21:00;83.0;84.0;82.0;0.0;;1009.1;22.8;23.4;22.8;187.0;3.0
27/10/2016 20:00;82.0;82.0;78.0;0.0;;1008.4;23.4;24.7;23.3;189.0;2.0
