FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
28/10/2016 21:00;77.0;77.0;75.0;0.0;;708.5;10.3;10.8;10.1;107.0;3.0
28/10/2016 20:00;75.0;80.0;74.0;0.0;;708.0;10.7;10.8;10.4;137.0;2.8
28/10/2016 19:00;78.0;78.0;76.0;0.0;0.0;707.5;10.7;11.2;10.5;119.0;3.2
28/10/2016 18:00;77.0;77.0;69.0;0.0;;706.8;11.2;13.3;11.1;139.0;3.7
28/10/2016 17:00;69.0;69.0;57.0;0.0;;706.1;13.5;15.8;13.4;80.0;3.8
28/10/2016 16:00;58.0;65.0;48.0;0.0;;705.7;15.5;16.6;14.6;113.0;4.2
28/10/2016 15:00;51.0;54.0;38.0;0.0;;706.0;16.7;18.4;16.6;70.0;5.5
28/10/2016 14:00;48.0;56.0;46.0;0.0;;706.5;17.1;18.1;16.5;97.0;3.7
28/10/2016 13:00;51.0;58.0;45.0;0.0;0.0;707.3;17.3;17.3;15.7;83.0;4.0
28/10/2016 12:00;50.0;54.0;42.0;0.0;;707.8;17.3;17.9;16.6;72.0;5.6
28/10/2016 11:00;47.0;58.0;46.0;0.0;;708.3;17.1;17.1;14.6;120.0;4.2
28/10/2016 10:00;55.0;66.0;54.0;0.0;;708.9;14.7;14.9;12.8;140.0;4.3
28/10/2016 9:00;64.0;67.0;63.0;0.0;;708.8;13.2;13.5;11.9;104.0;4.4
28/10/2016 8:00;66.0;68.0;63.0;0.0;;708.2;12.0;12.1;10.9;160.0;3.1
28/10/2016 7:00;66.0;67.0;62.0;0.0;0.0;707.5;10.9;11.1;10.4;111.0;1.7
28/10/2016 6:00;64.0;68.0;62.0;0.0;;706.8;10.7;11.0;10.4;149.0;1.8
28/10/2016 5:00;68.0;72.0;68.0;0.0;;706.4;10.6;10.6;9.8;173.0;3.0
28/10/2016 4:00;71.0;72.0;70.0;0.0;;706.2;9.9;10.0;9.6;127.0;1.8
28/10/2016 3:00;71.0;73.0;70.0;0.0;;706.1;10.0;10.5;9.6;142.0;2.0
28/10/2016 2:00;72.0;72.0;66.0;0.0;;706.8;9.7;10.1;9.4;110.0;2.4
28/10/2016 1:00;66.0;68.0;59.0;0.0;;707.4;10.2;11.0;9.8;148.0;2.6
28/10/2016 0:00;62.0;65.0;51.0;0.0;;708.3;10.4;11.1;10.4;121.0;4.3
27/10/2016 23:00;51.0;62.0;51.0;0.0;;708.6;11.0;11.1;9.3;167.0;4.1
27/10/2016 22:00;55.0;56.0;47.0;0.0;;708.2;10.5;11.6;8.7;92.0;2.2
