FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
3/11/2016 21:00;90.0;90.0;87.0;0.0;;;21.0;22.0;21.0;;
3/11/2016 20:00;87.0;87.0;82.0;0.0;;;22.0;23.7;22.0;;
3/11/2016 19:00;82.0;82.0;79.0;0.0;0.0;;23.7;24.5;23.7;;
3/11/2016 18:00;79.0;79.0;78.0;0.0;;;24.5;25.0;24.5;;
3/11/2016 17:00;78.0;79.0;77.0;0.0;;;25.0;25.4;24.8;;
3/11/2016 16:00;78.0;79.0;78.0;0.0;;;24.8;25.7;24.8;;
3/11/2016 15:00;;82.0;79.0;0.0;;;;25.2;24.5;;
3/11/2016 14:00;82.0;84.0;82.0;0.0;;;24.7;24.8;23.5;;
3/11/2016 13:00;84.0;84.0;83.0;0.0;0.0;;23.7;24.3;23.6;;
3/11/2016 12:00;84.0;89.0;84.0;0.0;;;24.3;24.3;23.6;;
3/11/2016 11:00;89.0;93.0;89.0;0.0;;;23.6;23.6;21.7;;
3/11/2016 10:00;93.0;94.0;93.0;0.0;;;21.8;22.0;21.7;;
3/11/2016 9:00;94.0;96.0;94.0;0.0;;;21.6;21.7;20.9;;
3/11/2016 8:00;96.0;96.0;96.0;0.0;;;20.9;21.3;20.9;;
3/11/2016 7:00;96.0;97.0;96.0;0.0;0.0;;20.9;20.9;20.7;;
3/11/2016 6:00;97.0;97.0;97.0;0.0;;;20.8;20.8;20.6;;
3/11/2016 5:00;97.0;97.0;97.0;0.0;;;20.6;20.6;20.5;;
3/11/2016 4:00;97.0;97.0;96.0;0.0;;;20.5;20.6;20.5;;
3/11/2016 3:00;96.0;96.0;96.0;0.0;;;20.6;20.6;20.4;;
3/11/2016 2:00;96.0;96.0;96.0;0.0;;;20.4;20.4;19.9;;
3/11/2016 1:00;96.0;96.0;95.0;0.0;;;19.9;20.3;19.6;;
3/11/2016 0:00;95.0;95.0;94.0;0.0;;;20.3;20.6;20.3;;
2/11/2016 23:00;94.0;94.0;92.0;0.0;;;20.6;20.8;20.6;;
2/11/2016 22:00;92.0;92.0;90.0;0.0;;;20.7;20.7;20.3;;
