FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
23/10/2016 13:00;;;;;0.0;;;;;;
23/10/2016 12:00;;77.0;71.0;0.0;;;;26.5;24.6;;
23/10/2016 11:00;76.0;78.0;74.0;0.0;;;25.0;25.6;24.6;;
23/10/2016 10:00;;81.0;78.0;0.0;;;24.8;24.7;23.9;;
23/10/2016 9:00;;86.0;83.0;0.0;;;;23.3;22.4;;
23/10/2016 8:00;87.0;90.0;86.0;0.0;;;22.6;22.6;21.4;;
23/10/2016 7:00;90.0;91.0;90.0;0.0;0.0;;;21.4;21.2;;
23/10/2016 6:00;;92.0;92.0;0.0;;;;21.2;21.1;;
23/10/2016 5:00;;92.0;91.0;0.0;;;;21.7;21.3;;
23/10/2016 4:00;;90.0;90.0;0.0;;;;22.0;21.8;;
23/10/2016 3:00;90.0;90.0;89.0;0.0;;;22.0;22.3;22.0;;
23/10/2016 2:00;;89.0;88.0;0.0;;;;22.4;22.3;;
23/10/2016 1:00;88.0;88.0;88.0;0.0;;;22.4;22.7;22.4;;
23/10/2016 0:00;88.0;88.0;87.0;0.0;;;22.7;22.8;22.7;;
22/10/2016 23:00;;87.0;87.0;0.0;;;;23.1;23.0;;
