;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
18/10/2016 22:00;62.0;72.0;61.0;0.0;;;7.5;7.6;6.7;134.0;11.7
18/10/2016 21:00;72.0;77.0;71.0;0.0;;;6.7;7.4;6.7;131.0;16.1
18/10/2016 20:00;77.0;84.0;72.0;0.0;;;7.4;8.8;7.2;139.0;15.3
18/10/2016 19:00;72.0;72.0;67.0;0.0;0.0;;8.6;8.9;8.4;136.0;11.8
18/10/2016 18:00;69.0;70.0;60.0;0.0;;;8.9;10.5;8.9;136.0;10.1
18/10/2016 17:00;;60.0;53.0;0.0;;;;13.2;10.2;;
18/10/2016 16:00;59.0;70.0;57.0;0.0;;;11.0;12.2;10.3;154.0;5.0
18/10/2016 15:00;67.0;97.0;56.0;0.0;;;11.9;13.2;8.2;91.0;6.3
18/10/2016 14:00;67.0;77.0;57.0;0.0;;;11.8;13.5;11.7;110.0;4.9
18/10/2016 13:00;64.0;72.0;62.0;0.0;0.0;;12.9;12.9;10.3;147.0;8.0
18/10/2016 12:00;64.0;71.0;57.0;0.0;;;12.0;12.7;9.7;109.0;7.2
18/10/2016 11:00;59.0;83.0;55.0;0.0;;;12.2;12.7;9.2;113.0;2.9
18/10/2016 10:00;61.0;73.0;47.0;0.0;;;12.7;14.9;10.1;105.0;2.8
18/10/2016 9:00;53.0;57.0;50.0;0.0;;;12.3;12.4;10.0;121.0;10.8
18/10/2016 8:00;57.0;68.0;55.0;0.0;;;10.1;10.3;7.6;118.0;11.0
18/10/2016 7:00;66.0;73.0;64.0;0.0;0.0;;7.7;7.9;5.9;141.0;8.4
18/10/2016 6:00;73.0;75.0;69.0;0.0;;;6.0;6.6;5.4;101.0;6.7
18/10/2016 5:00;69.0;71.0;56.0;0.0;;;6.4;7.7;6.0;90.0;4.6
18/10/2016 4:00;56.0;69.0;56.0;0.0;;;7.3;7.4;6.2;129.0;8.8
18/10/2016 3:00;63.0;73.0;63.0;0.0;;;6.6;7.3;6.5;146.0;8.9
18/10/2016 2:00;69.0;73.0;67.0;0.0;;;7.3;7.5;7.0;132.0;7.3
18/10/2016 1:00;72.0;73.0;68.0;0.0;;;7.1;8.0;7.0;144.0;11.9
18/10/2016 0:00;69.0;71.0;68.0;0.0;;;7.9;8.2;7.8;145.0;11.6
17/10/2016 23:00;71.0;74.0;71.0;0.0;;;7.8;8.1;7.6;136.0;10.7
