;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
30/09/2016 21:00;100.0;100.0;100.0;0.2;;;5.6;5.7;5.3;255.0;1.5
30/09/2016 20:00;100.0;100.0;100.0;0.9;;;5.6;5.9;5.5;303.0;1.7
30/09/2016 19:00;100.0;100.0;100.0;1.7;8.1;;5.7;6.3;5.5;307.0;1.3
30/09/2016 18:00;100.0;100.0;100.0;0.1;;;6.2;6.5;6.0;272.0;0.7
30/09/2016 17:00;100.0;100.0;100.0;3.6;;;6.0;6.7;6.0;304.0;2.7
30/09/2016 16:00;100.0;100.0;100.0;2.7;;;6.6;7.4;6.6;321.0;4.4
30/09/2016 15:00;100.0;100.0;93.0;0.0;;;7.4;8.4;6.7;321.0;3.3
30/09/2016 14:00;96.0;98.0;91.0;0.0;;;8.3;9.0;7.7;330.0;4.0
30/09/2016 13:00;93.0;94.0;74.0;0.0;0.0;;8.3;11.4;8.0;326.0;3.0
30/09/2016 12:00;78.0;90.0;76.0;0.0;;;10.4;10.8;8.3;344.0;4.3
30/09/2016 11:00;84.0;88.0;77.0;0.0;;;8.7;10.5;8.1;316.0;3.8
30/09/2016 10:00;83.0;92.0;81.0;0.0;;;8.7;9.5;7.4;318.0;3.3
30/09/2016 9:00;88.0;92.0;85.0;0.0;;;7.7;8.3;7.3;308.0;3.1
30/09/2016 7:00;;;;;0.0;;;;;;
30/09/2016 6:00;;87.0;82.0;0.0;;;;7.2;6.5;;
30/09/2016 5:00;87.0;94.0;86.0;0.0;;;6.5;6.6;5.8;115.0;3.1
30/09/2016 4:00;93.0;93.0;89.0;0.0;;;5.9;6.1;5.6;330.0;0.9
30/09/2016 3:00;92.0;96.0;90.0;0.0;;;5.6;5.8;5.2;276.0;0.7
30/09/2016 2:00;94.0;94.0;89.0;0.0;;;5.2;6.4;5.2;217.0;0.3
30/09/2016 1:00;93.0;100.0;93.0;0.0;;;5.5;5.6;4.7;160.0;3.0
30/09/2016 0:00;100.0;100.0;100.0;0.0;;;5.2;5.9;5.2;294.0;0.5
29/09/2016 23:00;100.0;100.0;100.0;0.0;;;6.0;6.1;6.0;222.0;0.6
29/09/2016 22:00;100.0;100.0;100.0;0.0;;;6.0;6.2;5.9;297.0;1.1
