FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
30/9/2016 21:00;93.0;94.0;91.0;0.1;;;23.3;24.0;23.3;;
30/9/2016 20:00;91.0;91.0;82.0;0.1;;;24.1;26.0;24.0;;
30/9/2016 19:00;86.0;91.0;78.0;0.0;0.0;;25.7;27.2;25.6;;
30/9/2016 18:00;78.0;79.0;66.0;0.0;;;27.3;29.4;27.2;;
30/9/2016 17:00;66.0;69.0;58.0;0.0;;;29.5;31.6;29.0;;
30/9/2016 16:00;66.0;76.0;66.0;0.0;;;29.7;29.7;27.8;;
30/9/2016 15:00;71.0;78.0;70.0;0.0;;;28.4;28.6;27.5;;
30/9/2016 14:00;72.0;79.0;71.0;0.0;;;28.2;28.6;26.8;;
30/9/2016 13:00;76.0;82.0;74.0;0.0;0.0;;27.2;27.7;25.9;;
30/9/2016 12:00;81.0;90.0;80.0;0.0;;;25.9;26.1;24.4;;
30/9/2016 11:00;88.0;91.0;82.0;0.0;;;24.5;25.7;24.4;;
30/9/2016 10:00;89.0;99.0;87.0;0.0;;;24.5;24.7;22.9;;
30/9/2016 9:00;98.0;99.0;98.0;0.0;;;22.9;22.9;22.6;;
30/9/2016 7:00;;;;;0.4;;;;;;
30/9/2016 6:00;;100.0;100.0;0.4;;;;22.5;22.2;;
30/9/2016 5:00;100.0;100.0;98.0;0.0;;;22.4;22.6;22.3;;
30/9/2016 4:00;98.0;98.0;93.0;0.0;;;22.6;23.3;22.6;;
30/9/2016 3:00;93.0;93.0;92.0;0.0;;;23.3;23.4;23.2;;
30/9/2016 2:00;92.0;92.0;90.0;0.0;;;23.4;23.5;23.3;;
30/9/2016 1:00;91.0;91.0;89.0;0.0;;;23.5;23.5;23.4;;
30/9/2016 0:00;89.0;89.0;89.0;0.0;;;23.5;23.5;23.4;;
29/9/2016 23:00;89.0;89.0;89.0;0.0;;;23.5;23.6;23.4;;
29/9/2016 22:00;89.0;89.0;88.0;0.0;;;23.4;23.6;23.3;;
