FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
16/10/2016 21:00;75.0;80.0;75.0;0.0;;707.9;11.3;11.6;11.1;177.0;1.3
16/10/2016 20:00;80.0;97.0;79.0;0.0;;707.4;11.3;11.5;9.0;146.0;4.0
16/10/2016 19:00;95.0;97.0;89.0;0.0;0.0;706.8;9.8;10.8;9.8;28.0;1.9
16/10/2016 18:00;95.0;96.0;90.0;0.0;;706.7;10.3;11.3;10.0;25.0;1.4
16/10/2016 17:00;90.0;91.0;78.0;0.0;;706.4;11.2;13.7;10.9;18.0;1.8
16/10/2016 16:00;80.0;81.0;70.0;0.0;;706.1;13.4;15.8;13.4;321.0;2.7
16/10/2016 15:00;73.0;80.0;69.0;0.0;;706.3;15.3;16.2;13.7;335.0;3.6
16/10/2016 14:00;73.0;76.0;35.0;0.0;;706.9;15.6;20.2;14.6;345.0;2.7
16/10/2016 13:00;44.0;54.0;39.0;0.0;0.0;707.4;19.7;19.9;18.1;150.0;2.3
16/10/2016 12:00;44.0;61.0;41.0;0.0;;708.1;19.6;19.6;17.3;133.0;4.6
16/10/2016 11:00;56.0;61.0;50.0;0.0;;708.8;18.0;18.2;16.2;114.0;4.7
16/10/2016 10:00;57.0;62.0;55.0;0.0;;708.9;17.0;17.2;14.7;152.0;4.0
16/10/2016 9:00;59.0;66.0;56.0;0.0;;709.0;14.6;15.2;12.8;113.0;2.4
16/10/2016 8:00;64.0;71.0;64.0;0.0;;708.7;13.2;13.3;10.7;152.0;3.6
16/10/2016 7:00;69.0;74.0;69.0;0.0;0.0;708.3;11.0;11.1;10.4;143.0;4.0
16/10/2016 6:00;74.0;76.0;72.0;0.0;;707.7;10.6;10.8;10.5;133.0;3.6
16/10/2016 5:00;76.0;76.0;75.0;0.0;;707.1;10.5;10.7;10.3;127.0;3.9
16/10/2016 4:00;75.0;75.0;73.0;0.0;;707.0;10.6;10.9;10.4;162.0;3.3
16/10/2016 3:00;74.0;76.0;73.0;0.0;;707.1;10.8;11.1;10.5;163.0;5.0
16/10/2016 2:00;74.0;76.0;72.0;0.0;;707.7;11.0;11.3;10.8;149.0;4.1
16/10/2016 1:00;73.0;82.0;72.0;0.0;;708.2;11.3;11.6;10.3;121.0;3.8
16/10/2016 0:00;72.0;74.0;70.0;0.0;;708.6;11.5;12.0;11.4;165.0;2.1
15/10/2016 23:00;73.0;76.0;73.0;0.0;;709.0;11.7;12.1;11.4;178.0;3.8
15/10/2016 22:00;76.0;76.0;71.0;0.0;;709.1;11.9;12.5;11.8;159.0;4.0
