;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
07/10/2016 21:00;87.0;100.0;87.0;0.0;;;7.1;7.1;5.8;155.0;1.3
07/10/2016 20:00;100.0;100.0;100.0;0.0;;;5.9;6.7;5.9;103.0;2.1
07/10/2016 19:00;100.0;100.0;100.0;0.0;0.0;;6.5;6.9;6.5;230.0;1.2
07/10/2016 18:00;100.0;100.0;100.0;0.0;;;6.9;7.2;6.7;333.0;2.1
07/10/2016 17:00;100.0;100.0;100.0;0.0;;;6.9;7.5;6.7;298.0;1.4
07/10/2016 16:00;100.0;100.0;100.0;0.0;;;7.3;8.6;7.3;306.0;3.2
07/10/2016 15:00;100.0;100.0;91.0;0.0;;;7.7;9.3;6.9;316.0;3.2
07/10/2016 14:00;90.0;95.0;76.0;0.0;;;9.0;10.4;8.5;308.0;2.5
07/10/2016 13:00;85.0;99.0;79.0;0.2;0.2;;9.8;9.9;7.6;331.0;2.6
07/10/2016 12:00;99.0;99.0;64.0;0.0;;;8.3;12.1;8.2;305.0;2.2
07/10/2016 11:00;78.0;91.0;71.0;0.0;;;10.9;11.1;8.7;114.0;2.2
07/10/2016 10:00;89.0;92.0;75.0;0.0;;;8.9;9.6;8.0;322.0;0.9
07/10/2016 9:00;79.0;88.0;70.0;0.0;;;8.2;10.8;8.1;297.0;1.6
07/10/2016 8:00;79.0;80.0;69.0;0.0;;;9.1;9.3;7.8;90.0;3.1
07/10/2016 7:00;75.0;89.0;75.0;0.0;2.3;;7.7;7.8;5.8;149.0;2.4
07/10/2016 6:00;88.0;91.0;84.0;0.5;;;5.8;6.3;5.5;118.0;4.8
07/10/2016 5:00;87.0;100.0;84.0;0.2;;;6.1;6.4;5.6;173.0;3.9
07/10/2016 4:00;100.0;100.0;100.0;0.0;;;5.7;5.7;5.5;164.0;2.0
07/10/2016 3:00;;100.0;99.0;0.0;;;;5.7;5.5;;
07/10/2016 2:00;99.0;99.0;98.0;0.0;;;5.6;6.0;5.6;313.0;1.3
07/10/2016 1:00;99.0;100.0;96.0;0.0;;;5.8;6.2;5.7;296.0;0.6
07/10/2016 0:00;100.0;100.0;100.0;0.1;;;5.8;5.9;5.6;149.0;1.1
06/10/2016 23:00;100.0;100.0;99.0;0.3;;;5.8;5.9;5.6;293.0;0.9
06/10/2016 22:00;99.0;100.0;99.0;0.1;;;5.8;6.1;5.6;313.0;1.6
