;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
08/10/2016 21:00;95.0;100.0;95.0;0.0;;;6.2;6.4;5.9;149.0;4.3
08/10/2016 20:00;100.0;100.0;100.0;0.1;;;5.9;6.3;5.9;195.0;2.8
08/10/2016 19:00;100.0;100.0;100.0;0.1;1.2;;5.9;6.4;5.9;308.0;1.0
08/10/2016 18:00;100.0;100.0;100.0;0.4;;;6.0;6.3;5.9;312.0;0.6
08/10/2016 17:00;100.0;100.0;100.0;0.6;;;6.2;6.3;5.9;310.0;1.5
08/10/2016 16:00;100.0;100.0;100.0;0.0;;;6.1;8.2;5.9;313.0;1.4
08/10/2016 15:00;100.0;100.0;99.0;0.1;;;7.9;8.3;7.6;329.0;2.5
08/10/2016 14:00;99.0;100.0;95.0;0.0;;;7.8;9.4;7.8;323.0;3.5
08/10/2016 13:00;95.0;97.0;87.0;0.0;0.0;;9.4;10.4;8.9;323.0;5.5
08/10/2016 12:00;90.0;95.0;84.0;0.0;;;9.4;10.9;8.9;328.0;4.4
08/10/2016 11:00;91.0;98.0;88.0;0.0;;;9.2;10.0;8.1;344.0;1.7
08/10/2016 10:00;96.0;97.0;86.0;0.0;;;8.3;10.2;7.4;331.0;2.8
08/10/2016 9:00;86.0;87.0;75.0;0.0;;;10.2;10.3;7.9;60.0;2.0
08/10/2016 8:00;84.0;90.0;81.0;0.0;;;7.9;8.3;7.5;129.0;1.6
08/10/2016 7:00;85.0;88.0;84.0;0.0;0.0;;7.6;7.6;6.8;294.0;0.6
08/10/2016 6:00;85.0;88.0;84.0;0.0;;;7.4;7.5;6.8;227.0;1.5
08/10/2016 5:00;85.0;86.0;84.0;0.0;;;7.1;7.4;6.9;153.0;1.2
08/10/2016 4:00;85.0;88.0;83.0;0.0;;;7.2;7.5;6.9;333.0;0.3
08/10/2016 3:00;84.0;85.0;83.0;0.0;;;7.3;7.4;6.9;261.0;0.4
08/10/2016 2:00;84.0;90.0;84.0;0.0;;;7.4;7.5;6.5;341.0;0.6
08/10/2016 1:00;90.0;92.0;81.0;0.0;;;6.5;8.2;6.2;328.0;0.6
08/10/2016 0:00;84.0;88.0;83.0;0.0;;;7.5;7.8;7.2;159.0;3.9
07/10/2016 23:00;88.0;92.0;88.0;0.0;;;7.5;7.6;7.0;131.0;1.2
07/10/2016 22:00;92.0;97.0;86.0;0.0;;;7.4;8.2;7.1;93.0;1.5
