FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
02/11/2016 23:00;73;73;66;0;;708.7;9.6;10.2;9.4;257;0.6
02/11/2016 22:00;69;76;68;0;;708.9;9.6;9.9;9.3;209;0.7
02/11/2016 21:00;76;77;68;0;;708.6;9.7;10;8.9;5;0.3
02/11/2016 20:00;72;73;68;0;;708.1;9;10.1;8.9;315;0.7
02/11/2016 19:00;70;73;65;0;0;707.6;9.9;10.6;9.8;32;1.2
02/11/2016 18:00;66;68;59;0;;707;10.5;12.5;10.2;269;1
02/11/2016 17:00;59;59;51;0;;706.5;12.6;14.5;12.5;332;3.4
02/11/2016 16:00;51;57;49;0;;706.3;14.2;15.8;14;315;3.5
02/11/2016 15:00;52;59;50;0;;706.4;15.2;16.4;14.9;317;3.7
02/11/2016 14:00;53;58;47;0;;706.7;16.2;17;15.1;319;3.3
02/11/2016 13:00;54;57;48;0;0;707.2;16.7;17.4;15.7;321;3.3
02/11/2016 12:00;49;59;47;0;;707.6;16.4;17.7;14.8;324;5.8
02/11/2016 11:00;53;59;47;0;;708.1;15;18.3;14.9;316;2.7
02/11/2016 10:00;51;59;48;0;;708.4;17.1;17.2;14.4;124;2.5
02/11/2016 09:00;52;62;49;0;;708.5;14.8;14.9;12.4;3;2.2
02/11/2016 08:00;56;73;54;0;;708.5;13.1;13.3;9.8;26;1.2
02/11/2016 07:00;64;80;62;0;0;708.4;10.7;10.7;6.1;26;0.2
02/11/2016 06:00;78;81;75;0;;707.9;6.4;7.5;5.8;158;0.8
02/11/2016 05:00;75;82;71;0;;707.5;7.7;8.4;6.7;264;0.4
02/11/2016 04:00;75;79;73;0;;707;7.9;8.1;7;193;1.2
02/11/2016 03:00;76;82;74;0;;706.9;7.5;8.5;6.8;202;1.2
02/11/2016 02:00;81;84;75;0;;707.3;7.7;8.7;7.2;77;1.5
02/11/2016 01:00;77;83;75;0;;708.1;8.7;9.2;8.4;26;0.4
02/11/2016 00:00;76;78;74;0;;708.4;9.2;9.6;8.9;16;0.5
