fecha;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
27/10/2016 20:00;18;22;18;0;;;8,8;9;7,9;273;1,8
27/10/2016 19:00;19;32;19;0;0;;8,9;9;8,6;286;1,5
27/10/2016 18:00;30;53;25;0;;;8,8;10,2;8,8;297;1,7
27/10/2016 17:00;37;71;29;0;;;10,2;11,2;9,7;317;3,7
27/10/2016 16:00;62;73;50;0;;;10,2;11,2;10,1;326;4,3
27/10/2016 15:00;67;73;50;0;;;10,3;11,6;10,3;320;4,5
27/10/2016 14:00;57;58;34;0;;;11,4;11,9;10,8;322;5,5
27/10/2016 13:00;42;49;30;0;0;;11,7;12,1;10,9;327;6,5
27/10/2016 12:00;30;33;19;0;;;11,6;12,1;11,2;330;4,6
27/10/2016 11:00;22;35;18;0;;;11,4;11,5;9,9;327;5,1
27/10/2016 10:00;34;35;12;0;;;9,9;11;9,6;301;2,3
27/10/2016 9:00;13;22;11;0;;;10,5;10,5;9,8;313;2,8
27/10/2016 8:00;13;15;11;0;;;9,9;10;9;285;2,1
27/10/2016 7:00;13;18;12;0;0;;9;9;6,6;255;1,8
27/10/2016 6:00;15;22;15;0;;;7,8;7,9;6,5;272;2,9
27/10/2016 5:00;20;23;20;0;;;6,8;7,5;6,4;225;0,2
27/10/2016 4:00;22;25;22;0;;;6,8;6,9;5,8;255;1,8
27/10/2016 3:00;24;26;22;0;;;6;6,9;5,5;129;0,6
27/10/2016 2:00;25;28;23;0;;;6,1;6,7;5,2;114;1,5
27/10/2016 1:00;27;29;27;0;;;5,5;5,8;5;126;2
27/10/2016 0:00;28;38;28;0;;;5,5;5,9;4,6;123;1
26/10/2016 23:00;33;39;33;0;;;5,6;6;4,9;317;1,5
26/10/2016 22:00;38;52;37;0;;;5,4;6,2;5,3;173;1,8
