;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
04/10/2016 20:00;72.0;75.0;71.0;0.0;;;8.8;9.0;8.6;142.0;10.9
04/10/2016 19:00;74.0;97.0;73.0;0.0;0.0;;8.8;9.1;6.9;125.0;7.3
04/10/2016 18:00;97.0;98.0;70.0;0.0;;;7.2;10.4;7.1;110.0;3.5
04/10/2016 17:00;95.0;99.0;61.0;0.0;;;8.2;12.6;8.1;130.0;4.1
04/10/2016 16:00;65.0;76.0;63.0;0.0;;;12.1;12.3;10.5;101.0;5.5
04/10/2016 15:00;66.0;97.0;65.0;0.0;;;11.6;11.9;8.7;106.0;7.8
04/10/2016 14:00;93.0;97.0;70.0;0.0;;;8.8;11.4;8.3;301.0;2.0
04/10/2016 13:00;74.0;79.0;64.0;0.0;0.0;;11.0;12.7;10.7;87.0;5.0
04/10/2016 12:00;66.0;71.0;59.0;0.0;;;12.2;13.3;11.6;108.0;7.7
04/10/2016 11:00;67.0;73.0;63.0;0.0;;;11.6;12.0;9.4;144.0;8.9
04/10/2016 10:00;69.0;75.0;67.0;0.0;;;10.7;10.8;9.0;106.0;10.4
04/10/2016 9:00;74.0;78.0;72.0;0.0;;;9.0;9.2;8.2;133.0;9.7
04/10/2016 8:00;73.0;80.0;73.0;0.0;;;9.1;9.1;7.3;147.0;9.8
04/10/2016 7:00;79.0;82.0;79.0;0.0;0.0;;7.3;7.3;6.8;137.0;11.1
04/10/2016 6:00;80.0;81.0;77.0;0.0;;;7.2;7.7;7.2;137.0;13.5
04/10/2016 5:00;79.0;80.0;78.0;0.0;;;7.5;7.7;7.3;129.0;12.0
04/10/2016 4:00;80.0;81.0;77.0;0.0;;;7.3;7.4;6.9;133.0;14.4
04/10/2016 3:00;77.0;79.0;75.0;0.0;;;7.3;7.7;7.2;131.0;11.3
04/10/2016 2:00;78.0;79.0;75.0;0.0;;;7.7;8.0;7.6;146.0;10.9
04/10/2016 1:00;79.0;79.0;74.0;0.0;;;7.7;8.3;7.6;150.0;13.5
04/10/2016 0:00;77.0;82.0;73.0;0.0;;;8.2;8.4;7.7;145.0;11.4
03/10/2016 23:00;76.0;76.0;72.0;0.0;;;8.1;8.3;8.1;145.0;12.0
03/10/2016 22:00;73.0;80.0;71.0;0.0;;;8.2;8.4;8.0;136.0;12.2
