FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
12/10/2016 21:00;93.0;93.0;88.0;0.0;;;23.4;24.2;23.3;;
12/10/2016 20:00;89.0;90.0;83.0;0.0;;;24.2;25.4;24.2;;
12/10/2016 19:00;83.0;83.0;71.0;0.0;0.0;;25.5;27.4;25.4;;
12/10/2016 18:00;;71.0;65.0;0.0;;;;28.9;27.5;;
12/10/2016 17:00;67.0;68.0;64.0;0.0;;;28.7;29.0;28.3;;
12/10/2016 16:00;65.0;66.0;57.0;0.0;;;28.8;30.3;28.5;;
12/10/2016 15:00;61.0;67.0;59.0;0.0;;;29.7;30.4;28.2;;
12/10/2016 14:00;66.0;74.0;61.0;0.0;;;28.2;29.5;26.3;;
12/10/2016 13:00;;78.0;68.0;0.0;0.0;;;27.1;24.9;;
12/10/2016 12:00;78.0;84.0;76.0;0.0;;;24.9;24.9;23.3;;
12/10/2016 11:00;82.0;87.0;82.0;0.0;;;23.3;23.5;22.7;;
12/10/2016 10:00;85.0;90.0;85.0;0.0;;;23.2;23.2;22.2;;
12/10/2016 9:00;90.0;91.0;87.0;0.0;;;22.1;22.6;21.9;;
12/10/2016 8:00;91.0;95.0;91.0;0.0;;;22.2;22.2;21.4;;
12/10/2016 7:00;95.0;95.0;92.0;0.0;0.0;;21.4;21.5;21.3;;
12/10/2016 6:00;93.0;94.0;92.0;0.0;;;21.4;21.5;21.2;;
12/10/2016 5:00;94.0;97.0;94.0;0.0;;;21.2;21.2;20.9;;
12/10/2016 4:00;97.0;99.0;97.0;0.0;;;20.9;21.0;20.8;;
12/10/2016 3:00;99.0;99.0;95.0;0.0;;;20.8;21.4;20.8;;
12/10/2016 2:00;95.0;95.0;89.0;0.0;;;21.4;22.2;21.4;;
12/10/2016 1:00;89.0;89.0;87.0;0.0;;;22.2;22.5;22.2;;
12/10/2016 0:00;;87.0;86.0;0.0;;;;22.9;22.5;;
11/10/2016 23:00;86.0;86.0;86.0;0.0;;;22.9;23.1;22.8;;
11/10/2016 22:00;86.0;86.0;85.0;0.0;;;23.1;23.3;23.1;;
