FECHA;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
05/11/2016 22:00;78.0;79.0;75.0;0.0;;1010.8;22.7;24.4;22.7;202.0;1.9
05/11/2016 21:00;75.0;76.0;71.0;0.0;;1010.4;24.4;25.1;24.4;197.0;1.4
05/11/2016 20:00;71.0;71.0;69.0;0.0;;1009.5;25.0;25.6;25.0;101.0;1.7
05/11/2016 19:00;70.0;70.0;68.0;0.0;0.0;1008.8;25.6;25.9;25.5;99.0;1.9
05/11/2016 18:00;68.0;68.0;65.0;0.0;;1007.9;25.9;26.8;25.8;123.0;1.0
05/11/2016 17:00;65.0;67.0;64.0;0.0;;1007.3;26.8;27.3;26.5;104.0;2.5
05/11/2016 16:00;64.0;67.0;64.0;0.0;;1007.2;27.2;27.4;26.6;106.0;2.9
05/11/2016 15:00;65.0;66.0;62.0;0.0;;1007.5;26.8;27.5;26.7;57.0;1.6
05/11/2016 14:00;64.0;67.0;63.0;0.0;;1008.0;27.1;27.3;26.0;165.0;1.5
05/11/2016 13:00;65.0;72.0;63.0;0.0;0.0;1008.8;26.7;27.3;25.1;226.0;0.8
05/11/2016 12:00;70.0;71.0;70.0;0.0;;1010.0;25.1;25.1;25.1;;
05/11/2016 7:00;;;;;0.0;;;;;;
05/11/2016 5:00;87.0;89.0;87.0;0.0;;1009.7;20.9;21.0;20.4;204.0;1.0
05/11/2016 4:00;89.0;91.0;89.0;0.0;;1009.3;20.6;20.6;20.3;199.0;1.3
05/11/2016 3:00;91.0;91.0;89.0;0.0;;1009.2;20.3;20.4;19.9;199.0;1.2
05/11/2016 2:00;89.0;89.0;88.0;0.0;;1009.3;20.4;20.9;20.4;198.0;1.5
05/11/2016 1:00;88.0;88.0;85.0;0.0;;1009.8;20.9;21.5;20.8;194.0;1.7
05/11/2016 0:00;85.0;85.0;81.0;0.0;;1010.1;21.5;22.2;21.5;199.0;1.7
04/11/2016 23:00;81.0;84.0;79.0;0.0;;1010.0;22.2;23.2;22.2;198.0;1.7
