FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
31/10/2016 21:00;91.0;91.0;90.0;0.0;;;22.0;22.0;21.9;;
31/10/2016 20:00;90.0;90.0;88.0;0.0;;;22.0;22.6;22.0;;
31/10/2016 19:00;88.0;88.0;84.0;0.0;0.0;;22.6;23.6;22.6;;
31/10/2016 18:00;84.0;84.0;81.0;0.0;;;23.7;24.2;23.6;;
31/10/2016 17:00;81.0;81.0;78.0;0.0;;;24.2;24.7;24.2;;
31/10/2016 16:00;78.0;78.0;75.0;0.0;;;24.6;25.4;24.6;;
31/10/2016 15:00;75.0;76.0;74.0;0.0;;;25.5;25.8;25.4;;
31/10/2016 14:00;76.0;78.0;76.0;0.0;;;25.4;25.6;24.9;;
31/10/2016 13:00;78.0;82.0;78.0;0.0;0.5;;24.9;25.0;24.4;;
31/10/2016 12:00;81.0;88.0;81.0;0.0;;;24.7;24.9;23.9;;
31/10/2016 11:00;88.0;94.0;87.0;0.0;;;23.8;24.1;22.7;;
31/10/2016 10:00;94.0;98.0;94.0;0.0;;;22.8;22.9;21.3;;
31/10/2016 9:00;98.0;98.0;98.0;0.3;;;21.3;21.4;21.1;;
31/10/2016 8:00;98.0;98.0;97.0;0.2;;;21.2;21.2;21.0;;
31/10/2016 7:00;97.0;97.0;96.0;0.0;0.0;;21.0;21.3;21.0;;
31/10/2016 6:00;96.0;96.0;95.0;0.0;;;21.2;21.2;21.1;;
31/10/2016 5:00;95.0;95.0;95.0;0.0;;;21.2;21.4;21.2;;
31/10/2016 4:00;95.0;95.0;94.0;0.0;;;21.4;21.5;21.4;;
31/10/2016 3:00;94.0;94.0;94.0;0.0;;;21.5;21.6;21.4;;
31/10/2016 2:00;94.0;94.0;94.0;0.0;;;21.6;21.6;21.5;;
31/10/2016 1:00;94.0;94.0;94.0;0.0;;;21.6;21.7;21.6;;
31/10/2016 0:00;94.0;94.0;94.0;0.0;;;21.6;21.7;21.6;;
30/10/2016 22:00;;95.0;94.0;0.0;;;;21.6;21.5;;
